Unnamed: 0_1;2021_1;2021.1_1;2021.2_1;2021.3_1;2021.4_1;Unnamed: 0_2;2021_2;2021.1_2;2021.2_2;2021.3_2;2021.4_2
BANTEN;88.04;3.21;1.08;7.52;99.86;KALIMANTAN BARAT;84.5;3.99;1.6;9.78;99.87
